iteration,mtow:k,loading:k,ND:k,propeller:beta,advance_ratio:climb,advance_ratio:cruise,torque:k,speed:k,energy:k,voltage:k,power:k,wing:AR,wing:lambda,x:k,horizontal:AR,vertical:AR,arm:k,depth:k,CD0:guess,K:guess,c:mtow:consistency,c:mtow:requirement,c:airspeed:climb,c:airspeed:cruise,c:rpm:climb,c:rpm:cruise,c:torque:climb,c:torque:cruise,c:power:takeoff,c:power:climb,c:power:cruise,c:voltage:climb,c:voltage:cruise,c:voltage:min,c:voltage:max,c:fuselage:volume,c:spar:depth,c:CD0:consistency,c:K:consistency,c:static_margin:min,obj:endurance:cruise
0,2.002226679997424,0.955,0.8232446657954471,0.55,0.10000139843777771,0.2000031860594563,2.1385966359674975,1.0293684760244195,1.0,1.1,1.7683161635779012,8.6,0.5770846918947122,0.9505,6.0,4.0,0.6475386335923281,0.09474002266018944,0.057,0.05,-0.7141109706890725,0.1898795483007586,0.5431881572839041,0.49382515287385387,-0.6785502267886295,-0.06281739367728535,-0.4366525640105814,0.31200514369706195,0.9947149690531106,-0.6995608431608135,0.31864864546418753,-0.3762322593540762,0.1869575110674128,0.961463560012127,0.5195154089287676,46.654162183849195,0.6200201054663838,-0.2462841081673114,-0.08067402625329959,14.16919747432973,167.88362297022192
1,2.002226679997424,0.955,0.8232446657954471,0.55,0.10000139843777771,0.2000031860594563,2.1385966359674975,1.0293684760244195,1.0,1.1,1.7683161635779012,8.6,0.5770846918947122,0.9505,6.0,4.0,0.6475386335923281,0.09474002266018944,0.057,0.05,-0.7141109706890725,0.1898795483007586,0.5431881572839041,0.49382515287385387,-0.6785502267886295,-0.06281739367728535,-0.4366525640105814,0.31200514369706195,0.9947149690531106,-0.6995608431608135,0.31864864546418753,-0.3762322593540762,0.1869575110674128,0.961463560012127,0.5195154089287676,46.654162183849195,0.6200201054663838,-0.2462841081673114,-0.08067402625329959,14.16919747432973,167.88362297022192
2,5.657269391104268,1.0,0.4640027403891465,0.48000000000037674,0.2048077991088076,0.4054220911923204,3.3334150441339885,0.8997200615718759,0.1,1.0,2.8717977359713798,10.687308833395733,1.0,0.010000000000000009,6.0,4.0,0.17107813764191865,0.01,0.010000000002158206,0.052926291411200296,0.44556717761500264,1.129365302231135,0.3289403810028332,0.36733729506565305,-0.20397557176071174,0.34467032950675225,-0.4678300171085863,0.5780655668145832,0.9520681556996357,-0.6507809137781331,0.5988253597316995,-0.36659756020182854,0.36430587172233814,0.8100173336881116,0.24459364782466753,-0.33930547757805246,-0.545876016683241,-0.5567037412004253,0.6133809779168315,-8.600990536323916,18.08396803073879
3,7.450565784189735,0.9999999999974519,0.010000000022043709,0.48000000000437476,0.4641408625966847,0.7640807888287569,8.468836787526525,0.7205710701989441,0.10000000005944074,1.0000000000066078,4.5311894263405295,8.0,0.9999999999721068,1.0,6.0,4.0,0.15000000003019548,0.02650440531914576,0.029153103677653544,0.03608504212538893,-0.9983173127305728,-0.9981179424062466,0.9554695969064573,-617.1474968947954,0.964745879762426,-338.74090672562545,0.2534334926476801,0.6389058883926796,0.9739825725027287,-0.34071098648304166,0.4597938772953964,-0.9918834317435555,-526.0607244706018,0.9732169505331079,-0.8538951032492507,197.41092855407018,0.03248053727138951,-0.42141905499410276,-0.27334279280707574,82.09232892674729,0.01362802160326995
4,6.12709545207062,0.9999999999993324,0.3450584766316052,0.4800000000014242,0.2727505174272285,0.49938715117435867,4.678845157305515,0.8527847834620358,0.10000000001557287,1.0000000000017313,3.306542078564432,9.983260284219721,0.9999999999926923,0.26937028711489786,6.0,4.0,0.16555587238515102,0.01432399226897725,0.015017925254132581,0.048514049327731144,0.19010229677024815,0.618633040293259,0.29795893407941193,0.2871313529419185,0.054198510131422996,0.40053040985526533,-0.11033483531060578,0.6417015856881121,0.9606334514854501,-0.5094509938584816,0.5880668224417198,-0.3064604127627261,0.2934707579956271,0.8134645924432777,0.16634097141185886,10.114423672622017,-0.3995468743256169,-0.4577239008504038,0.3597658413239697,-1.6992529872306712,15.21150692030751
5,6.530437549384922,0.9999999999997811,0.34260085532103696,0.48000000000033394,0.36899588298258496,0.5740331159236236,5.349513137515283,0.8396278476927268,1.3882215921027523,1.0000000000004634,4.554755524095319,8.746142383650628,0.9999999999980381,0.3258303592619576,6.0,4.0,0.15000000000186264,0.027208977818584952,0.02858265890642803,0.03924606182433006,-0.03644526564794135,0.22956888042263512,-0.023565951356197497,-0.08832353200408272,-0.019289076883917605,0.20381117235346916,-0.021996583429700897,0.6000295901445467,0.9968473610253349,-0.1486518433853469,0.6219527992791181,-0.08639516813714564,0.2575445160842003,0.7165901846697001,0.028036511284479704,11.496548976886308,-0.010844010836060602,-0.010986369828442446,-0.03492186689052898,-0.4237701375195422,112.3828798871096
6,7.7140170175341645,0.9999999999999449,0.25682870563398696,0.48000000000008036,0.4289741997579375,0.6035149366971864,5.920816286870018,0.8912299167723204,1.5935160383401645,1.0000000000001115,5.380355413108046,8.723301959897597,0.9999999999995305,0.3090205913053974,6.0,4.0,0.1741374744131406,0.02760630669315179,0.027672729547764,0.04473282164989728,-0.026289630751080744,0.051884259346384055,0.04697263472548003,0.024345352828715527,0.18364838092085792,0.3211042321716798,0.05509920504832004,0.619861842459227,0.9972978774960821,0.005025599863948074,0.6638288579236097,-0.028398594422598802,0.2757576109072206,0.6773693242445291,-0.00040479619963834906,14.045121766715367,-8.345224442888525e-06,0.0033266333522104876,0.09695761706112412,0.5382044397513464,111.93669012065313
7,8.111560594328695,0.9999999999999911,0.2664330176302965,0.4885473500729399,0.428384296632826,0.6050810292696462,6.052471544309288,0.9141525123950498,1.643429826636485,1.000929800850178,5.637279505674817,8.757567580751601,0.9999999999999187,0.30207116791869326,6.0,4.0,0.1749369238279218,0.027721237353051327,0.027460060229422625,0.04077898813418773,-0.0004725526930034757,0.02685485701094029,-0.0014436350460045638,0.009103010110369292,0.1409943345155234,0.3122826530094632,0.033797612719287884,0.626746357784876,0.9973217457118453,0.008900896082241934,0.6781868335013436,-0.0022064088235148873,0.31489920029801216,0.6552042159323707,0.013502344733507605,14.557669792843631,-6.218123952380114e-07,0.00646993977732811,0.004446607933692698,0.014898468192704462,114.46452128712538
8,8.327533414136381,0.9999999999999919,0.26732721069912985,0.4925664812909871,0.42736329735946094,0.6070503097743906,6.152927835886883,0.9245508565996503,1.7080173771464315,1.0014068734178723,5.807949364724366,8.731201071141204,0.9999999999999264,0.3024092526772347,6.0,4.0,0.17562858508010126,0.02807061293568266,0.027204930390210477,0.040598462688098004,-5.791860519142374e-06,0.000690679149105904,-6.171357462328839e-05,0.009960703299919493,0.14013031204118293,0.31510695678287975,0.04578704513890361,0.6332607634687144,0.9973663035066882,0.034669113761271145,0.6880678717054045,0.026151458938213974,0.33527612480986685,0.6426397740657298,0.01398771449402583,15.079540816328384,0.009957378273673372,-5.871438246534354e-05,-0.0029871082059266165,0.0007905694904493388,117.18798914327921
9,8.333329330206954,0.9999999999999922,0.2696939520513196,0.49106961184980147,0.4232687196954776,0.6048020526189475,6.161147630008234,0.9252396363888814,1.7112673033926502,1.0016847211225364,5.815323971987951,8.726053975991839,0.9964111696231668,0.3038203769735255,6.0,4.0,0.17735773871718197,0.02806229383172591,0.027214557951599133,0.04072009802707535,-3.749992834220312e-05,-3.701957095999094e-05,0.006816097905190713,0.010036611580273358,0.13778304808529274,0.31261368119703425,0.05324767589137111,0.6353040815280795,0.9973502187313968,0.04217339295381129,0.689759887135378,0.03443159671536028,0.3389386958471117,0.6407693133633722,0.014571910277421293,15.302103990777857,0.0085512768302447,-2.4162246726684256e-05,-0.0007236354665981225,0.0002853899047813857,117.48773821650805
10,8.32827792933675,0.9999999999999919,0.2676312307868244,0.49237420071991606,0.42683732781939077,0.6067615095905744,6.153983710677465,0.924639333902728,1.7084348468718251,1.0014425643831988,5.808896670920252,8.730539900321995,0.9995389962975768,0.30259051884386046,6.0,4.0,0.17585070374967882,0.02806954430403344,0.027206167099940063,0.04061408737238741,-5.671737927684032e-06,0.0006013415445960946,0.0008168193639734866,0.009966339452129769,0.13982704718244657,0.3147848691988469,0.04674876876322145,0.6335238729789081,0.9973642374627631,0.03563648984593436,0.6882857500489169,0.027221912810950953,0.335747802369253,0.6423986280259891,0.01406409409468111,15.108004343971308,0.009777138283903385,-5.1573724380827954e-05,-0.0026958255970595617,0.000685050101686957,117.22621237176828
11,8.333330295165343,1.0,0.2773440746053301,0.4827613311981143,0.41364471051107116,0.5952577464916325,6.179312170793913,0.9267721137640013,1.7140281242033963,1.0025822404477975,5.823341685396969,8.714206177435852,0.9831109126417206,0.3088636888581966,6.0,4.0,0.1824159975249317,0.028004667534515356,0.027266541463575395,0.04072387182852238,-0.0005962533472789543,-0.0005958889843694101,0.011242483905962861,0.011030450086272015,0.121654495849379,0.30229333595487307,0.0683223696997665,0.6413692557058183,0.9973120617560809,0.05610291533417578,0.694361060946284,0.04877793188447076,0.3472113152782636,0.6368652164650154,0.017210650937773412,16.03277493380719,0.002121060535941674,-0.00035543294189581545,-0.0024183600040710274,0.005890962381260856,118.75929352530878
12,8.328783165919608,0.9999999999999927,0.26860251516867495,0.4914129137677359,0.4255180660885588,0.6056111332806802,6.15651655668911,0.9248526118888554,1.7089941746049822,1.0015565319896587,5.810341172367924,8.72890652803338,0.9978961879319912,0.30321783584529405,6.0,4.0,0.1765072331272041,0.02806305662708163,0.027212204536303596,0.04062506581800091,-1.126830891288462e-05,0.000535043925466336,0.0017477024733827712,0.009980047343088772,0.13796405584056046,0.3134927881652843,0.04891050547338726,0.6343023963539961,0.997358967717974,0.037685021766135404,0.6888875296276795,0.029402898903998293,0.3368837421907287,0.6418341643483381,0.014394290693862008,15.198829206996995,0.009017489539390397,-5.0068627959283106e-05,-0.002663263557003917,0.0006230323505515556,117.36657141927572
13,8.328331619639666,0.999999999999992,0.2677344468927995,0.49227204701726957,0.4266971329792771,0.6066392618067821,6.154252870263721,0.9246619984525032,1.7084942853140148,1.0014546754525888,5.8090501746904035,8.73036632569196,0.9993644189178438,0.3026571823456215,6.0,4.0,0.17592047158191484,0.028068854873868284,0.027206808684097247,0.04061525402597215,-5.681305047270563e-06,0.000594881389359741,0.0009145473217559033,0.009966805782209542,0.13962858961763708,0.31464710990387756,0.04697853345917728,0.6336065388676189,0.997363676927152,0.03585419825148833,0.6883496370620511,0.027453957423067245,0.33586840102475907,0.6423385245018163,0.014099355027952272,15.117638751541215,0.009696474525161593,-5.10670194454915e-05,-0.0026923148654518715,0.0006720462353949908,117.240992596564
14,8.333330359697014,1.0,0.2808329144763454,0.48000000000092263,0.40984562544620573,0.5915555636741422,6.18729567047575,0.9272692720020738,1.714497807554859,1.0028985882008838,5.8266803263317515,8.710793740257134,0.9784035730777745,0.31105232450438447,6.0,4.0,0.18414998251645534,0.027989921035408132,0.027295616945593272,0.040724898274941315,-0.0010040476892835542,-0.0010036912110786358,0.01216781736945473,0.01174734419781509,0.11434225056749392,0.2984357444304324,0.07442802850745972,0.6439905282800584,0.9972914219559822,0.061686744902613784,0.696341314374906,0.05494932722618638,0.3514916933399043,0.6350618175884147,0.01822169957656472,16.33765025879053,-0.0001078521816798311,-0.0005643208262740756,-0.00299354173594297,0.011189575384826372,119.2849914115679
15,8.328831493645401,0.9999999999999928,0.2690442936511541,0.4910448423156349,0.42501198222597,0.6051308919935181,6.157557150284924,0.9249227258074603,1.7090946375380993,1.0015990667274184,5.810813189854539,8.728409067148478,0.9972683343338369,0.3034966965614978,6.0,4.0,0.17674342267536888,0.028060961490022268,0.02721568951024685,0.04062621845086907,-1.5604418941515642e-05,0.0005248999054376028,0.0018450883966100967,0.009987781224006786,0.1370217821085733,0.31295333250805535,0.049730634870555214,0.6346375057997696,0.9973563656498929,0.03843999602327101,0.6891411622397862,0.03024753654849873,0.33741808306222254,0.6415910576107359,0.014539567095693573,15.236810448343316,0.008725759681496971,-5.1797970279567635e-05,-0.002714764439831867,0.0006487906411331568,117.42437846143653
16,8.328381607040239,0.9999999999999921,0.26786543156863496,0.4921493265471061,0.42652861790394636,0.6064884248254556,6.154583298265841,0.9246880711879989,1.7085543205364233,1.0014691145800718,5.809226476206817,8.730170599837612,0.9991548104594431,0.3027411337672091,6.0,4.0,0.17600276669126025,0.02806806553548368,0.027207696766712208,0.04061635046846184,-5.729874533063828e-06,0.0005888271659534518,0.0010056201228375425,0.009967304331210403,0.13936712889240516,0.3144770041072083,0.04725380685415323,0.6337095562812946,0.9973629449815195,0.036112795122896224,0.6884287091618638,0.027733774991572528,0.3360232321032343,0.6422635753084707,0.014143673636873785,15.129527841376564,0.009599499116961238,-5.061492576596467e-05,-0.002694483803019793,0.0006583589687383928,117.25912325764494
17,8.333330419345188,1.0,0.2817402555708607,0.4800000000002759,0.40901437728895507,0.5910495971186251,6.1892142252072935,0.9272195006741936,1.7140854853487728,1.0029061104084747,5.827336836420804,8.711499976568902,0.9783108727822172,0.3115284251124311,6.0,4.0,0.18419939338643884,0.027994252367231704,0.027306762827307034,0.04072608624820651,-0.0010648447127874336,-0.001064495406441237,0.012340955484982834,0.011806290670220765,0.11269785588457328,0.2978770542166723,0.0757702480180184,0.6445410168660544,0.9972835610235711,0.06288063318343116,0.6967443233841423,0.05669200704557718,0.3528955956957191,0.6345551807657362,0.018355703681125827,16.390645453180134,-0.00010694675588045678,-0.0005681861094696861,-0.002940309235121335,0.012852805163443698,119.33412145825137
18,8.328876488270733,0.9999999999999929,0.26925291396885753,0.49093439389242305,0.4247771938424472,0.6049445420547725,6.158046390959987,0.9249412141366183,1.7091074370176582,1.0016128141629121,5.811037512228215,8.72830353751074,0.9970704166917205,0.3036198629017313,6.0,4.0,0.1768224293607781,0.028060684218658483,0.027217603372771692,0.040627324046436306,-1.6308214864905826e-05,0.000518790652994331,0.0019288369052471918,0.009988864990943203,0.1366172323044002,0.31274244378965055,0.05011649555039542,0.6347888604188758,0.9973549249657742,0.03879546910855323,0.6892554022183827,0.03068303752293137,0.3377043882815626,0.6414708231628294,0.01459654447193236,15.25263071848377,0.008638490740710521,-5.142955530836381e-05,-0.002711339312856483,0.0006522014381116215,117.44635801455969
19,8.328446652934442,0.9999999999999922,0.2680477986253184,0.49198963897754294,0.4262984153074673,0.6062855009132614,6.15503847810924,0.92472134363488,1.7086270207196255,1.0014880020772863,5.809464514043345,8.72992519805007,0.9988808431959103,0.302856631625675,6.0,4.0,0.17611050100809866,0.028067095354511552,0.0272089988650945,0.04061779280684118,-5.848086823119412e-06,0.0005808941983589845,0.0011242486605488164,0.00996803744208985,0.13900463778945046,0.31424806717909315,0.04763020055290407,0.6338513628025557,0.9973618898721847,0.036465462601856,0.6885373011813835,0.028122125967437465,0.3362441083696173,0.6421590931462421,0.014203625921427404,15.145670299714117,0.009473307544348922,-5.005150389576853e-05,-0.0026966021403270458,0.0006410837009317161,117.28347826762722
20,8.333330496324656,0.9999999999999885,0.28271355415114613,0.48,0.40812761850149015,0.5905087017535793,6.191283327219582,0.927164554113206,1.7136288401797417,1.0029138906039898,5.828073261030209,8.712290708888906,0.9782313618555378,0.3120333181174697,6.0,4.0,0.18425605043975793,0.027998638448258898,0.02731863072426614,0.04072761899141217,-0.0011276872677226442,-0.0011273472104766425,0.012519143289441814,0.011856173142644866,0.11093040103204475,0.29726939674086306,0.07720454695091639,0.6451270579927977,0.9972750880691656,0.06415983791974968,0.6971742654478577,0.058549238388227766,0.3543884558930114,0.6340130481883713,0.018493056055676152,16.447225936950183,-0.00010522794191859546,-0.0005700926121841013,-0.002873707689783932,0.014645405042920251,119.38258562287119
21,8.328935037273464,0.9999999999999919,0.2695143741779012,0.49079067507978863,0.42448133562686957,0.6047078209972931,6.158662963020275,0.9249656646827126,1.709127202665637,1.0016305909299565,5.8113253887420315,8.728161749133953,0.9968158950618731,0.30377430027485447,6.0,4.0,0.1769250559512646,0.028060249663886285,0.027219962051011664,0.040628775425298275,-1.710149998515762e-05,0.0005109637115606958,0.002037440557715518,0.009990067736552755,0.13610947845753826,0.31247424278444524,0.050602962963026535,0.6349791714317161,0.9973531339293635,0.039244501912398325,0.6893992986332922,0.031228610303385623,0.3380602118377669,0.6413203045042972,0.014668199689656321,15.272635945936221,0.008524935259534868,-5.094016076719316e-05,-0.0027065702551123676,0.0006539412226778951,117.47415022381286
22,8.32854926070631,0.9999999999999921,0.26835592081045573,0.49173774102695583,0.4259166534808991,0.6059540361058062,6.155799969195614,0.9247726745976801,1.7087321071257775,1.0015179594761967,5.809855477043796,8.7295547038519,0.9984470051095368,0.3030494304684753,6.0,4.0,0.1762816360366082,0.028065657099830082,0.027211302190548764,0.04062010021500134,-6.250042819446688e-06,0.0005681648494517588,0.001311853352848986,0.009969522373260542,0.13839475542722193,0.3138739809848849,0.04825503432858726,0.6340883094117072,0.997360048972355,0.03704948986994586,0.6887183671783655,0.028776015143439238,0.3366256782607966,0.6419824087966123,0.014301933088936533,15.172286989339417,0.009274230868767877,-4.926086270054227e-05,-0.002698554947904756,0.0006166317219996609,117.32318612610715
23,8.333330616735855,1.0,0.28374844140672134,0.48000000000005344,0.4071974587215831,0.589938357512203,6.193445288139329,0.9271005671842795,1.7130768216109147,1.0029197120884041,5.828828653834708,8.713255592123348,0.9781963092659961,0.3125528825847074,6.0,4.0,0.1843116710299836,0.028002804864039596,0.02733117001409029,0.04073001239146635,-0.001179026600398463,-0.0011787009929477774,0.012674497809773224,0.011877930833327333,0.10903969391810622,0.2966054947248818,0.07871299072197879,0.6457404871798503,0.9972659304034143,0.06550479308114525,0.6976239018480305,0.06049449757151269,0.35594845109751094,0.6334400361358847,0.018631824419206102,16.505775349644495,-0.00010135364778193863,-0.0005634518435257578,-0.002770048630705725,0.016380912274494147,119.42296608040469
24,8.329027396309264,0.9999999999999929,0.2698951728700823,0.49056396692426557,0.4240447340049675,0.604352468246446,6.159564501089985,0.92500546385634,1.7091665785742913,1.0016581347374174,5.811752794722888,8.727924792679044,0.9964219355251827,0.3039997756800985,6.0,4.0,0.17708463953594575,0.028059371876251033,0.027223288972902916,0.04063109143264784,-1.8031509784393864e-05,0.0004989387409595619,0.0022078910491070453,0.009991656879632549,0.13536770936778944,0.3120710892850677,0.05132058340090247,0.6352582418594976,0.9973505698991011,0.039908511767719895,0.6896107276158224,0.03202204337967153,0.3385683913245093,0.6411018318030658,0.014774351289796329,15.302302552952012,0.008345804414364147,-5.015627432872662e-05,-0.002698077007011873,0.0006490930340743994,117.51540051271702
25,8.328721629140032,0.9999999999999925,0.2689108229448738,0.49131459411554906,0.4252418243610308,0.6053766690540512,6.157157087264878,0.9248565953926481,1.7088887345817008,1.0015684928187754,5.810539462245059,8.728967119003094,0.9977169651997797,0.3033920310081762,6.0,4.0,0.17657111971989506,0.028063391269514966,0.02721562343934718,0.040624062561579834,-7.643056833521917e-06,0.0005460636404403204,0.0016285987216549153,0.009973078385430934,0.13730114960610304,0.31322206749290377,0.049360654144941826,0.6345101877411935,0.9973566301655297,0.038080495211795726,0.6890401065607265,0.0299481969196719,0.3373262769529124,0.6416642659957846,0.01447332107289362,15.21907309632337,0.008939763475498788,-4.824334179141283e-05,-0.002698189021252632,0.0005863084737237068,117.39202868997997
26,8.333330816421253,0.9999999999999983,0.2848477071616875,0.48,0.40623417598637773,0.589341500707404,6.195634518580565,0.927025582474483,1.712357528267801,1.002921524450855,5.8295454866213445,8.71449923824301,0.9782470037991491,0.31307076888730234,6.0,4.0,0.18435731509580655,0.02800633965486151,0.027344349163031564,0.04073397051371589,-0.001198053910129929,-0.0011977522424366806,0.012762635404842904,0.011844560504668089,0.10700672817679856,0.2958693517878502,0.08028075509890396,0.6463752965161664,0.9972559176763721,0.06690085337765017,0.6980883382405623,0.06250868606617664,0.35756112775387006,0.6328359227116473,0.018772866217466256,16.564448487628557,-9.360839096340304e-05,-0.0005393625238248892,-0.002599429838690235,0.017733898513539043,119.4457835137554
27,8.329182547868154,0.999999999999993,0.2705045113665552,0.49018313470399416,0.4233410595235655,0.6037731522193864,6.161004830396447,0.9250734941008316,1.7092356139503109,1.0017037959819832,5.812440064682687,8.727520330927085,0.9957699690597166,0.3043599047960888,6.0,4.0,0.1773497392574862,0.02805768610804962,0.02722849601171562,0.04063505335679344,-1.9509170770515593e-05,0.0004788235843279318,0.002493878505190545,0.00999453844806486,0.13417875683604913,0.3114130306507676,0.05247647965918193,0.6357059913926427,0.9973465040579061,0.04097970179083635,0.689950377869974,0.03328730985096092,0.33936941643622515,0.6407535118561442,0.014945585121629298,15.35023227972279,0.008044860078631942,-4.898505350100247e-05,-0.0026810553417678795,0.000635843740945663,117.58175046645668
28,8.333331346760568,0.9999999999999709,0.28597312109817097,0.48,0.405349508902735,0.588767224779781,6.197326014103435,0.9269292688965369,1.7110451208145134,1.0029058012141765,5.8297904528499895,8.716625099236794,0.97863566743928,0.3134618407923246,6.0,4.0,0.18433024111185053,0.028006606599288126,0.027357460828930334,0.04074429105612437,-0.001052696989558811,-0.0010524588517213827,0.01249825125813737,0.011587027172124453,0.10481812114928946,0.29499886216061316,0.08174785174734552,0.6469653274846604,0.9972444583211717,0.068191892973229,0.6985144550241934,0.06438279781764056,0.3590603831385333,0.6322277823079068,0.01891765716225597,16.608805316065684,-7.157886776163341e-05,-0.0004417226311320517,-0.002167368686314083,0.01661177509035036,119.38985266128756
29,8.329702551346855,0.9999999999999902,0.27244332090630285,0.4889067977188876,0.42108602881403606,0.6018923345003121,6.165557266503366,0.9253060937940143,1.7094624144987391,1.001854453297116,5.814614733168138,8.72615474090281,0.99362238449879,0.30550072615274937,6.0,4.0,0.17822466362511097,0.028051283888290337,0.02724466024510478,0.04064874502638997,-3.444687925845275e-05,0.0004014218561482078,0.003474618274288791,0.010020581661329686,0.13039787462834365,0.30927947666279654,0.056174886612890336,0.6371318941526092,0.9973336735968705,0.044412540064115914,0.6910333903981395,0.037282218628231376,0.3418682873447068,0.6396533691766324,0.015491388268110085,15.504390684794902,0.007035415610511,-4.9975539840135195e-05,-0.002609522483375955,0.0007398243550754691,117.79399820810453
